code,district_code,regency_code,province_code,name
3308152007,330815,3308,33,Giyanti
3308152008,330815,3308,33,Kembaran
3308152009,330815,3308,33,Tegalsari
3308152010,330815,3308,33,Podosoko
3308152011,330815,3308,33,Tampirkulon
3308152012,330815,3308,33,Tempursari
3308152013,330815,3308,33,Kebonrejo
3308152014,330815,3308,33,Tampirwetan
3308152015,330815,3308,33,Tembelang
3308152016,330815,3308,33,Sonorejo
3308152017,330815,3308,33,Trenten
3308152018,330815,3308,33,Bateh
3308152019,330815,3308,33,Surodadi
3308162001,330816,3308,33,Pakis
3308162002,330816,3308,33,Banyusidi
3308162003,330816,3308,33,Losari
3308162004,330816,3308,33,Daseh
3308162005,330816,3308,33,Gumelem
3308162006,330816,3308,33,Kaponan
3308162007,330816,3308,33,Kragilan
3308162008,330816,3308,33,Ketundan
3308162009,330816,3308,33,"Daleman Kidul"
3308162010,330816,3308,33,Petung
3308162011,330816,3308,33,Bawang
3308162012,330816,3308,33,Rejosari
3308162013,330816,3308,33,Kajangkoso
3308162014,330816,3308,33,Munengwarangan
3308162015,330816,3308,33,Gondangsari
3308162016,330816,3308,33,Kenalan
3308162017,330816,3308,33,Pogalan
3308162018,330816,3308,33,Gejagan
3308162019,330816,3308,33,Muneng
3308162020,330816,3308,33,Jambewangi
3308172001,330817,3308,33,Ngablak
3308172002,330817,3308,33,Jogonayan
3308172003,330817,3308,33,Tejosari
3308172004,330817,3308,33,Sumberejo
3308172005,330817,3308,33,Girirejo
3308172006,330817,3308,33,Pandean
3308172007,330817,3308,33,Genikan
3308172008,330817,3308,33,Bandungrejo
3308172009,330817,3308,33,Madyogondo
3308172010,330817,3308,33,Jogoyasan
3308172011,330817,3308,33,Keditan
3308172012,330817,3308,33,Magersari
3308172013,330817,3308,33,Kanigoro
3308172014,330817,3308,33,Selomirah
3308172015,330817,3308,33,Pagergunung
3308172016,330817,3308,33,Seloprojo
3308182001,330818,3308,33,Grabag
3308182002,330818,3308,33,Sumurarum
3308182003,330818,3308,33,Banyusari
3308182004,330818,3308,33,Kartoharjo
3308182005,330818,3308,33,Sidogede
3308182006,330818,3308,33,Citrosono
3308182007,330818,3308,33,Kleteran
3308182008,330818,3308,33,Ngasinan
3308182009,330818,3308,33,Banaran
3308182010,330818,3308,33,Baleagung
3308182011,330818,3308,33,Klegen
3308182012,330818,3308,33,Kalikuto
3308182013,330818,3308,33,Kalipucang
3308182014,330818,3308,33,Seworan
3308182015,330818,3308,33,Banjarsari
3308182016,330818,3308,33,Sambungrejo
3308182017,330818,3308,33,Tlogorejo
3308182018,330818,3308,33,Tirto
3308182019,330818,3308,33,Ketawang
3308182020,330818,3308,33,Salam
3308182021,330818,3308,33,Cokro
3308182022,330818,3308,33,Losari
3308182023,330818,3308,33,Ngrancah
3308182024,330818,3308,33,Sugihmas
3308182025,330818,3308,33,Pesidi
3308182026,330818,3308,33,Giriwetan
3308182027,330818,3308,33,Pucungsari
3308182028,330818,3308,33,Lebak
3308192001,330819,3308,33,Tegalrejo
3308192002,330819,3308,33,Soroyudan
3308192003,330819,3308,33,Sidorejo
3308192004,330819,3308,33,Purwosari
3308192005,330819,3308,33,Dlimas
3308192006,330819,3308,33,Banyusari
3308192007,330819,3308,33,Sukorejo
3308192008,330819,3308,33,Tampingan
3308192009,330819,3308,33,Banyuurip
3308192010,330819,3308,33,Glagahombo
3308192011,330819,3308,33,Purwodadi
3308192012,330819,3308,33,Wonokerto
3308192013,330819,3308,33,Dawung
3308192014,330819,3308,33,Klopo
3308192015,330819,3308,33,Japan
3308192016,330819,3308,33,Kebonagung
3308192017,330819,3308,33,Ngasem
3308192018,330819,3308,33,Girirejo
3308192019,330819,3308,33,Ngadirejo
3308192020,330819,3308,33,Donorejo
3308192021,330819,3308,33,Mangunrejo
3308201001,330820,3308,33,Secang
3308202002,330820,3308,33,Madusari
3308202003,330820,3308,33,Madyocondro
3308202004,330820,3308,33,Ngabean
3308202005,330820,3308,33,Krincing
3308202006,330820,3308,33,Donorejo
3308202007,330820,3308,33,Candisari
3308202008,330820,3308,33,Candiretno
3308202009,330820,3308,33,Pancuranmas
3308202010,330820,3308,33,Jambewangi
3308202011,330820,3308,33,Payaman
3308202012,330820,3308,33,Kalijoso
3308202013,330820,3308,33,Ngadirojo
3308202014,330820,3308,33,Karangkajen
3308202015,330820,3308,33,Sidomulyo
3308202016,330820,3308,33,Pucang
3308202017,330820,3308,33,Purwosari
3308202018,330820,3308,33,Donomulyo
3308202019,330820,3308,33,Girikulon
3308202020,330820,3308,33,Pirikan
3308212001,330821,3308,33,Windusari
3308212002,330821,3308,33,Pasangsari
3308212003,330821,3308,33,Candisari
3308212004,330821,3308,33,Bandarsedayu
3308212005,330821,3308,33,Banjarsari
3308212006,330821,3308,33,Balesari
3308212007,330821,3308,33,Kembangkuning
3308212008,330821,3308,33,Tanjungsari
3308212009,330821,3308,33,Wonoroto
3308212010,330821,3308,33,Genito
3308212011,330821,3308,33,Kentengsari
3308212012,330821,3308,33,Umbulsari
3308212013,330821,3308,33,Semen
3308212014,330821,3308,33,Dampit
3308212015,330821,3308,33,Girimulyo
3308212016,330821,3308,33,Ngemplak
3308212017,330821,3308,33,Gunungsari
3308212018,330821,3308,33,Kalijoso
3308212019,330821,3308,33,Mangunsari
3308212020,330821,3308,33,Gondangrejo
3309012001,330901,3309,33,Tlogolele
3309012002,330901,3309,33,Klakah
3309012003,330901,3309,33,Jrakah
3309012004,330901,3309,33,Lencoh
3309012005,330901,3309,33,Suroteleng
3309012006,330901,3309,33,Samiran
3309012007,330901,3309,33,Selo
3309012008,330901,3309,33,Tarubatang
3309012009,330901,3309,33,Senden
3309012010,330901,3309,33,Jeruk
3309022002,330902,3309,33,Tanduk
3309022003,330902,3309,33,Banyuanyar
3309022004,330902,3309,33,Sidomulyo
3309022005,330902,3309,33,Ngargosari
3309022006,330902,3309,33,Selodoko
3309022007,330902,3309,33,Ngenden
3309022008,330902,3309,33,Ngampon
3309022009,330902,3309,33,Gondangslamet
3309022010,330902,3309,33,Candi
3309022011,330902,3309,33,Urutsewu
3309032001,330903,3309,33,Wonodoyo
3309032002,330903,3309,33,Jombong
3309032003,330903,3309,33,Gedangan
3309032004,330903,3309,33,Sumbung
3309032005,330903,3309,33,Paras
3309032006,330903,3309,33,Jelok
3309032007,330903,3309,33,Bakulan
3309032008,330903,3309,33,Candigatak
3309032009,330903,3309,33,Cabeankunti
3309032010,330903,3309,33,Mliwis
3309032011,330903,3309,33,Sukabumi
3309032012,330903,3309,33,Genting
3309032013,330903,3309,33,Cepogo
3309032014,330903,3309,33,Kembangkuning
3309032015,330903,3309,33,Gubug
3309042011,330904,3309,33,Pagerjurang
3309042012,330904,3309,33,Sukorejo
3309042013,330904,3309,33,Sruni
3309042014,330904,3309,33,Cluntang
3309042015,330904,3309,33,Kembangsari
3309042016,330904,3309,33,Ringinlarik
3309042017,330904,3309,33,Kebongulo
3309042018,330904,3309,33,Musuk
3309042019,330904,3309,33,Sukorame
3309042020,330904,3309,33,Pusporenggo
3309051001,330905,3309,33,Pulisen
3309051002,330905,3309,33,Siwodipuran
3309051004,330905,3309,33,Banaran
3309052003,330905,3309,33,Karanggeneng
3309052005,330905,3309,33,Winong
3309052006,330905,3309,33,Penggung
3309052007,330905,3309,33,Kiringan
3309052008,330905,3309,33,Mudal
3309052009,330905,3309,33,Kebonbimo
3309061007,330906,3309,33,Kemiri
3309061009,330906,3309,33,Mojosongo
3309062001,330906,3309,33,Madu
3309062002,330906,3309,33,Singosari
3309062003,330906,3309,33,Tambak
3309062004,330906,3309,33,Manggis
3309062005,330906,3309,33,Jurug
3309062006,330906,3309,33,Karangnongko
3309062008,330906,3309,33,Butuh
3309062010,330906,3309,33,Kragilan
3309062011,330906,3309,33,Brajan
3309062012,330906,3309,33,Metuk
3309062013,330906,3309,33,Dlingo
3309072001,330907,3309,33,Kopen
3309072002,330907,3309,33,Doplang
3309072003,330907,3309,33,Kadireso
3309072004,330907,3309,33,Nepen
3309072005,330907,3309,33,Sudimoro
3309072006,330907,3309,33,Bangsalan
3309072007,330907,3309,33,Salakan
3309072008,330907,3309,33,Teras
3309072009,330907,3309,33,Randusari
3309072010,330907,3309,33,Mojolegi
3309072011,330907,3309,33,Gumukrejo
3309072012,330907,3309,33,Tawangsari
3309072013,330907,3309,33,Krasak
3309082001,330908,3309,33,Kateguhan
3309082002,330908,3309,33,Manjung
3309082003,330908,3309,33,Gombang
3309082004,330908,3309,33,Tegalrejo
3309082005,330908,3309,33,Tlawong
3309082006,330908,3309,33,Jenengan
3309082007,330908,3309,33,Cepokosawit
3309082008,330908,3309,33,Kemasan
3309082009,330908,3309,33,Jatirejo
3309082010,330908,3309,33,Bendosari
3309082011,330908,3309,33,Karangduren
3309082012,330908,3309,33,Guwokajen
3309092001,330909,3309,33,Dukuh
3309092002,330909,3309,33,Jipangan
3309092003,330909,3309,33,Jembungan
3309092004,330909,3309,33,Sambon
3309092005,330909,3309,33,Kuwiran
3309092006,330909,3309,33,Cangkringan
3309092007,330909,3309,33,Ngaru-aru
3309092008,330909,3309,33,Bendan
3309092009,330909,3309,33,Ketaon
3309092010,330909,3309,33,Banyudono
3309092011,330909,3309,33,Batan
3309092012,330909,3309,33,Denggungan
3309092013,330909,3309,33,Bangak
3309092014,330909,3309,33,Trayu
3309092015,330909,3309,33,Tanjungsari
3309102001,330910,3309,33,Canden
3309102002,330910,3309,33,Senting
3309102003,330910,3309,33,Tempursari
3309102004,330910,3309,33,Jatisari
3309102005,330910,3309,33,Glintang
3309102006,330910,3309,33,Catur
3309102007,330910,3309,33,Tawengan
3309102008,330910,3309,33,Sambi
3309102009,330910,3309,33,Demangan
3309102010,330910,3309,33,Kepoh
3309102011,330910,3309,33,Jagoan
3309102012,330910,3309,33,Babadan
3309102013,330910,3309,33,Ngaglik
3309102014,330910,3309,33,Trosobo
3309102015,330910,3309,33,Cermo
3309102016,330910,3309,33,Nglembu
3309112001,330911,3309,33,Ngargorejo
3309112002,330911,3309,33,Sobokerto
3309112003,330911,3309,33,Ngesrep
3309112004,330911,3309,33,Gagaksipat
3309112005,330911,3309,33,Donohudan
3309112006,330911,3309,33,Sawahan
3309112007,330911,3309,33,Pandeyan
3309112008,330911,3309,33,Kismoyoso
3309112009,330911,3309,33,Dibal
3309112010,330911,3309,33,Sindon
3309112011,330911,3309,33,Manggung
3309112012,330911,3309,33,Giriroto
3309122001,330912,3309,33,Kenteng
3309122002,330912,3309,33,Potronayan
3309122003,330912,3309,33,Sembungan
3309122004,330912,3309,33,Jeron
3309122005,330912,3309,33,Ketitang
3309122006,330912,3309,33,Rembun
3309122007,330912,3309,33,Guli
3309122008,330912,3309,33,Tegalgiri
3309122009,330912,3309,33,Bendo
3309122010,330912,3309,33,Keyongan
3309122011,330912,3309,33,Pojok
3309122012,330912,3309,33,Glonggong
3309122013,330912,3309,33,Pulutan
3309132001,330913,3309,33,Pelem
3309132002,330913,3309,33,Bendungan
3309132003,330913,3309,33,Temon
3309132004,330913,3309,33,Teter
3309132005,330913,3309,33,Simo
3309132006,330913,3309,33,Walen
3309132007,330913,3309,33,Pentur
3309132008,330913,3309,33,Gunung
3309132009,330913,3309,33,Talakbroto
3309132010,330913,3309,33,Kedunglengkong
3309132011,330913,3309,33,Blagung
3309132012,330913,3309,33,Sumber
3309132013,330913,3309,33,Wates
3309142001,330914,3309,33,Manyaran
3309142002,330914,3309,33,Sempulur
3309142003,330914,3309,33,Klumpit
3309142004,330914,3309,33,Pinggir
3309142005,330914,3309,33,Bantengan
3309142006,330914,3309,33,Tegalsari
3309142007,330914,3309,33,Sranten
3309142008,330914,3309,33,Grogolan
3309142009,330914,3309,33,Mojosari
3309142010,330914,3309,33,Pengkol
3309142011,330914,3309,33,Karangkepoh
3309142012,330914,3309,33,Sendang
3309142013,330914,3309,33,Kebonan
3309142014,330914,3309,33,Klari
3309142015,330914,3309,33,Bangkok
3309142016,330914,3309,33,Dologan
3309152001,330915,3309,33,Kalangan
3309152002,330915,3309,33,Sendangrejo
3309152003,330915,3309,33,Tanjung
3309152004,330915,3309,33,Jaten
3309152005,330915,3309,33,Blumbang
3309152006,330915,3309,33,Sangge
3309152007,330915,3309,33,Banyuurip
3309152008,330915,3309,33,Bade
3309152009,330915,3309,33,Klego
3309152010,330915,3309,33,Gondanglegi
3309152011,330915,3309,33,Karanggatak
3309152012,330915,3309,33,Sumberagung
3309152013,330915,3309,33,Karangmojo
3309162001,330916,3309,33,Pakel
3309162002,330916,3309,33,Gondangrawe
3309162003,330916,3309,33,Sempu
3309162004,330916,3309,33,Beji
3309162005,330916,3309,33,Mojo
3309162006,330916,3309,33,Senggrong
3309162007,330916,3309,33,Kedungdowo
3309162008,330916,3309,33,Kacangan
3309162009,330916,3309,33,Andong
3309162010,330916,3309,33,Munggur
3309162011,330916,3309,33,Pakang
3309162012,330916,3309,33,Pranggong
3309162013,330916,3309,33,Kunti
3309162014,330916,3309,33,Pelemrejo
3309162015,330916,3309,33,Semawung
3309162016,330916,3309,33,Kadipaten
3309172001,330917,3309,33,Watugede
3309172002,330917,3309,33,Kedungrejo
3309172003,330917,3309,33,Sarimulyo
3309172004,330917,3309,33,Klewor
3309172005,330917,3309,33,Bawu
3309172006,330917,3309,33,Kendel
3309172007,330917,3309,33,Kauman
3309172008,330917,3309,33,Lemahireng
3309172009,330917,3309,33,Guwo
3309172010,330917,3309,33,Kemusu
3309172011,330917,3309,33,Genengsari
3309172012,330917,3309,33,Kedungmulyo
3309172013,330917,3309,33,Wonoharjo
3309182002,330918,3309,33,Karangjati
3309182003,330918,3309,33,Ketoyan
3309182004,330918,3309,33,Bolo
3309182005,330918,3309,33,Banyusri
3309182006,330918,3309,33,Gosono
3309182007,330918,3309,33,Wonosegoro
3309182008,330918,3309,33,Bandung
3309182014,330918,3309,33,Bojong
3309191006,330919,3309,33,Sambeng
3309192001,330919,3309,33,Krobokan
3309192002,330919,3309,33,Ngaren
3309192003,330919,3309,33,Kalimati
3309192004,330919,3309,33,Kayen
3309192005,330919,3309,33,Jerukan
3309192007,330919,3309,33,Pilangrejo
3309192008,330919,3309,33,Cerme
3309192009,330919,3309,33,Juwangi
3309192010,330919,3309,33,Ngleses
3309202001,330920,3309,33,Seboto
3309202002,330920,3309,33,Kaligentong
3309202003,330920,3309,33,Gladagsari
3309202004,330920,3309,33,Kembang
3309202005,330920,3309,33,Ngagrong
3309202006,330920,3309,33,Candisari
3309202007,330920,3309,33,Ngargoloka
3309202008,330920,3309,33,Sampetan
3309202009,330920,3309,33,Ngadirojo
3309202010,330920,3309,33,Jlarem
3309212001,330921,3309,33,Lampar
3309212002,330921,3309,33,Dragan
3309212003,330921,3309,33,Karanganyar
3309212004,330921,3309,33,Jemowo
3309212005,330921,3309,33,Sumur
3309212006,330921,3309,33,Sangup
3309212007,330921,3309,33,Mriyan
3309212008,330921,3309,33,Lanjaran
3309212009,330921,3309,33,Karangkendal
3309212010,330921,3309,33,Keposong
3309222001,330922,3309,33,Ngablak
3309222002,330922,3309,33,Kedungpilang
3309222003,330922,3309,33,Kalinanas
3309222004,330922,3309,33,Gilirejo
3309222005,330922,3309,33,Jatilawang
3309222006,330922,3309,33,Garangan
3309222007,330922,3309,33,Bercak
3309222008,330922,3309,33,Bengle
3309222009,330922,3309,33,Gunungsari
3309222010,330922,3309,33,Repaking
3310012001,331001,3310,33,Sengon
3310012002,331001,3310,33,Cucukan
3310012003,331001,3310,33,Kotesan
3310012004,331001,3310,33,Pereng
3310012005,331001,3310,33,"Kebondalem Kidul"
3310012006,331001,3310,33,Tlogo
3310012007,331001,3310,33,Taji
3310012008,331001,3310,33,Sanggrahan
3310012009,331001,3310,33,Geneng
3310012010,331001,3310,33,Kemudo
3310012011,331001,3310,33,Bugisan
3310012012,331001,3310,33,Kokosan
3310012013,331001,3310,33,"Kebondalem Lor"
3310012014,331001,3310,33,Brajan
3310012015,331001,3310,33,Randusari
3310012016,331001,3310,33,Joho
3310022001,331002,3310,33,Gentan
3310022002,331002,3310,33,Karangturi
3310022003,331002,3310,33,Jogoprayan
3310022004,331002,3310,33,Kragilan
3310022005,331002,3310,33,Ngandong
3310022006,331002,3310,33,Kerten
3310022007,331002,3310,33,Katekan
3310022008,331002,3310,33,Sawit
3310022009,331002,3310,33,Muruh
3310022010,331002,3310,33,Mutihan
3310022011,331002,3310,33,Baturan
3310022012,331002,3310,33,Mlese
3310022013,331002,3310,33,Gesikan
3310022014,331002,3310,33,Jabung
3310022015,331002,3310,33,Towangsan
3310022016,331002,3310,33,Ceporan
3310032001,331003,3310,33,Pesu
3310032002,331003,3310,33,Dengkeng
3310032003,331003,3310,33,Pacing
3310032004,331003,3310,33,Kadilanggon
3310032005,331003,3310,33,Kaligayam
3310032006,331003,3310,33,Melikan
3310032007,331003,3310,33,Jiwowetan
3310032008,331003,3310,33,Brangkal
3310032009,331003,3310,33,Pasung
3310032010,331003,3310,33,Tanjungan
3310032011,331003,3310,33,Canan
3310032012,331003,3310,33,Kalitengah
3310032013,331003,3310,33,Gadungan
3310032014,331003,3310,33,Pandes
3310032015,331003,3310,33,Birit
3310032016,331003,3310,33,Sukorejo
3310032017,331003,3310,33,Sembung
3310032018,331003,3310,33,Trotok
3310032019,331003,3310,33,Kadibolo
3310042001,331004,3310,33,Ngerangan
3310042002,331004,3310,33,Jambakan
3310042003,331004,3310,33,Dukuh
3310042004,331004,3310,33,Jarum
3310042005,331004,3310,33,Nengahan
3310042006,331004,3310,33,Bogem
3310042007,331004,3310,33,Paseban
3310042008,331004,3310,33,Krikilan
3310042009,331004,3310,33,Beluk
3310042010,331004,3310,33,Banyuripan
3310042011,331004,3310,33,Gununggajah
3310042012,331004,3310,33,Tegalrejo
3310042013,331004,3310,33,Talang
3310042014,331004,3310,33,Tawangrejo
3310042015,331004,3310,33,Kebon
3310042016,331004,3310,33,Jotangan
3310042017,331004,3310,33,Krakitan
3310042018,331004,3310,33,Wiro
3310052001,331005,3310,33,Karangasem
3310052002,331005,3310,33,Burikan
3310052003,331005,3310,33,Nanggulan
3310052004,331005,3310,33,Bendungan
3310052005,331005,3310,33,Tugu
3310052006,331005,3310,33,Kedungampel
3310052007,331005,3310,33,Bawak
3310052008,331005,3310,33,Barepan
3310052009,331005,3310,33,Pakisan
3310052010,331005,3310,33,Balak
3310052011,331005,3310,33,Cawas
3310052012,331005,3310,33,Plosowangi
3310052013,331005,3310,33,Baran
3310052014,331005,3310,33,Tirtomarto
3310052015,331005,3310,33,Japanan
3310052016,331005,3310,33,Tlingsing
3310052017,331005,3310,33,Mlese
3310052018,331005,3310,33,Gombang
3310052019,331005,3310,33,Pogung
3310052020,331005,3310,33,Bogor
3310062001,331006,3310,33,Karangpakel
3310062002,331006,3310,33,Wanglu
3310062003,331006,3310,33,Trucuk
3310062004,331006,3310,33,Kalikebo
3310062005,331006,3310,33,Gaden
3310062006,331006,3310,33,Planggu
3310062007,331006,3310,33,Pundungsari
3310062008,331006,3310,33,Sajen
3310062009,331006,3310,33,Puluhan
3310062010,331006,3310,33,Kradenan
3310062011,331006,3310,33,Sabranglor
3310062012,331006,3310,33,Jatipuro
3310062013,331006,3310,33,Wonosari
3310062014,331006,3310,33,Mireng
3310062015,331006,3310,33,Bero
3310062016,331006,3310,33,Mandong
3310062017,331006,3310,33,Sumber
3310062018,331006,3310,33,Palar
3310072001,331007,3310,33,Gondang
3310072002,331007,3310,33,Basin
3310072003,331007,3310,33,Pluneng
3310072004,331007,3310,33,Ngrundul
3310072005,331007,3310,33,Malangjiwan
3310072006,331007,3310,33,Karangduren
3310072007,331007,3310,33,Menden
3310082001,331008,3310,33,Pakahan
3310082002,331008,3310,33,Ngering
3310082003,331008,3310,33,Rejoso
3310082004,331008,3310,33,Titang
3310082005,331008,3310,33,Somopuro
3310082006,331008,3310,33,"Tangkisan Pos"
3310082007,331008,3310,33,Gondangan
3310082008,331008,3310,33,Bakung
3310082009,331008,3310,33,Sumyang
3310082010,331008,3310,33,Karangdukuh
3310082011,331008,3310,33,Plawikan
3310082012,331008,3310,33,Kraguman
3310082013,331008,3310,33,Granting
3310082014,331008,3310,33,Prawatan
3310082015,331008,3310,33,Wonoboyo
3310082016,331008,3310,33,Dompyongan
3310082017,331008,3310,33,Joton
3310082018,331008,3310,33,Tambakan
3310092001,331009,3310,33,Nangsri
3310092002,331009,3310,33,Barukan
3310092003,331009,3310,33,Borangan
3310092004,331009,3310,33,Sukorini
3310092005,331009,3310,33,Ngemplakseneng
3310092006,331009,3310,33,Sapen
3310092007,331009,3310,33,Kecemen
3310092008,331009,3310,33,Tijayan
3310092009,331009,3310,33,Bendan
3310092010,331009,3310,33,Tanjungsari
3310092011,331009,3310,33,Solodiran
3310092012,331009,3310,33,Taskombang
3310092013,331009,3310,33,Kranggan
3310092014,331009,3310,33,Kebonalas
3310092015,331009,3310,33,Leses
3310092016,331009,3310,33,Kepurun
3310102001,331010,3310,33,Gumul
3310102002,331010,3310,33,Banyuaeng
3310102003,331010,3310,33,Kadilajo
3310102004,331010,3310,33,Somokaton
3310102005,331010,3310,33,Jetis
3310102006,331010,3310,33,Karangnongko
3310102007,331010,3310,33,Jagalan
3310102008,331010,3310,33,Demakijo
3310102009,331010,3310,33,Blimbing
3310102010,331010,3310,33,Kanoman
3310102011,331010,3310,33,Gemampir
3310102012,331010,3310,33,Jiwan
3310102013,331010,3310,33,Logede
3310102014,331010,3310,33,Ngemplak
3310112001,331011,3310,33,Srebegan
3310112002,331011,3310,33,Kajen
3310112003,331011,3310,33,Jambukidul
3310112004,331011,3310,33,Kujon
3310112005,331011,3310,33,Pokak
3310112006,331011,3310,33,Pasungan
3310112007,331011,3310,33,Mlese
3310112008,331011,3310,33,Jombor
3310112009,331011,3310,33,Meger
3310112010,331011,3310,33,Dlimas
3310112011,331011,3310,33,Jambukulon
3310112012,331011,3310,33,Ceper
3310112013,331011,3310,33,Kurung
3310112014,331011,3310,33,Cetan
3310112015,331011,3310,33,Tegalrejo
3310112016,331011,3310,33,Ngawonggo
3310112017,331011,3310,33,Klepu
3310112018,331011,3310,33,Kuncen
3310122001,331012,3310,33,Temuwangi
3310122002,331012,3310,33,Beji
3310122003,331012,3310,33,Ngaren
3310122004,331012,3310,33,Jatimulyo
3310122005,331012,3310,33,Jetiswetan
3310122006,331012,3310,33,Keden
3310122007,331012,3310,33,Bendo
3310122008,331012,3310,33,Tambakboyo
3310122009,331012,3310,33,Kedungan
3310122010,331012,3310,33,Sobayan
3310122011,331012,3310,33,Kalangan
3310122012,331012,3310,33,Troketon
3310122013,331012,3310,33,Kaligawe
3310122014,331012,3310,33,Lemahireng
3310132001,331013,3310,33,Tulas
3310132002,331013,3310,33,Bulusan
3310132003,331013,3310,33,Ringinputih
3310132004,331013,3310,33,Soka
3310132005,331013,3310,33,Tumpukan
3310132006,331013,3310,33,Karangjoho
3310132007,331013,3310,33,Demangan
3310132008,331013,3310,33,Tambak
3310132009,331013,3310,33,Karangdowo
3310132010,331013,3310,33,Munggung
3310132011,331013,3310,33,Sentono
3310132012,331013,3310,33,Pugeran
3310132013,331013,3310,33,Ngolodono
3310132014,331013,3310,33,Karangwungu
3310132015,331013,3310,33,Karangtalun
3310132016,331013,3310,33,Babadan
3310132017,331013,3310,33,Tegalampel
3310132018,331013,3310,33,Bakungan
3310132019,331013,3310,33,Kupang
3310142001,331014,3310,33,Trasan
3310142002,331014,3310,33,Sawahan
3310142003,331014,3310,33,Juwiran
3310142004,331014,3310,33,Jetis
3310142005,331014,3310,33,Ketitang
3310142006,331014,3310,33,Gondangsari
3310142007,331014,3310,33,Serenan
3310142008,331014,3310,33,Tlogorandu
3310142009,331014,3310,33,Bolopleret
3310142010,331014,3310,33,Tanjung
3310142011,331014,3310,33,Kenaiban
3310142012,331014,3310,33,Bulurejo
3310142013,331014,3310,33,Jaten
3310142014,331014,3310,33,Mrisen
3310142015,331014,3310,33,Pundungan
3310142016,331014,3310,33,Juwiring
3310142017,331014,3310,33,Kwarasan
3310142018,331014,3310,33,Carikan
3310142019,331014,3310,33,Taji
3310152001,331015,3310,33,Sidowarno
3310152002,331015,3310,33,Bener
3310152003,331015,3310,33,Gunting
3310152004,331015,3310,33,Kingkang
3310152005,331015,3310,33,Jelobo
3310152006,331015,3310,33,Lumbungkerep
3310152007,331015,3310,33,Ngreden
3310152008,331015,3310,33,Bulan
3310152009,331015,3310,33,Boto
3310152010,331015,3310,33,Wadunggetas
3310152011,331015,3310,33,Tegalgondo
3310152012,331015,3310,33,Bolali
3310152013,331015,3310,33,Sukorejo
3310152014,331015,3310,33,Sekaran
3310152015,331015,3310,33,Bentangan
3310152016,331015,3310,33,Duwet
3310152017,331015,3310,33,Pandanan
3310152018,331015,3310,33,Teloyo
3310162001,331016,3310,33,Dukuh
3310162002,331016,3310,33,Jetis
3310162003,331016,3310,33,Butuhan
3310162004,331016,3310,33,Banaran
3310162005,331016,3310,33,Bowan
3310162006,331016,3310,33,Sribit
3310162007,331016,3310,33,Mendak
3310162008,331016,3310,33,Krecek
3310162009,331016,3310,33,Karang
3310162010,331016,3310,33,Sabrang
3310162011,331016,3310,33,Tlobong
3310162012,331016,3310,33,Gatak
3310162013,331016,3310,33,Delanggu
3310162014,331016,3310,33,Kepanjen
3310162015,331016,3310,33,Segaran
3310162016,331016,3310,33,Sidomulyo
3310172001,331017,3310,33,Glagahwangi
3310172002,331017,3310,33,Kapungan
3310172003,331017,3310,33,Kahuman
3310172004,331017,3310,33,Ngaran
3310172005,331017,3310,33,Borongan
3310172006,331017,3310,33,Nganjat
3310172007,331017,3310,33,Jimus
3310172008,331017,3310,33,Turus
3310172009,331017,3310,33,Polan
3310172010,331017,3310,33,Karanglo
3310172011,331017,3310,33,Ponggok
3310172012,331017,3310,33,Wangen
3310172013,331017,3310,33,Keprabon
3310172014,331017,3310,33,Kranggan
3310172015,331017,3310,33,Kebonharjo
3310172016,331017,3310,33,Janti
3310172017,331017,3310,33,Sidowayah
3310172018,331017,3310,33,Sidoharjo
3310182001,331018,3310,33,Jambeyan
3310182002,331018,3310,33,Jungkare
3310182003,331018,3310,33,Kadirejo
3310182004,331018,3310,33,Tarubasan
3310182005,331018,3310,33,Troso
3310182006,331018,3310,33,Blanceran
3310182007,331018,3310,33,Kunden
3310182008,331018,3310,33,Brangkal
3310182009,331018,3310,33,Beku
3310182010,331018,3310,33,Karangan
3310182011,331018,3310,33,Karanganom
3310182012,331018,3310,33,Padas
3310182013,331018,3310,33,Soropaten
3310182014,331018,3310,33,Jurangjero
3310182015,331018,3310,33,Ngabeyan
3310182016,331018,3310,33,Gledeg
3310182017,331018,3310,33,Gempol
3310182018,331018,3310,33,Pondok
3310182019,331018,3310,33,Jeblog
3310192001,331019,3310,33,Mundu
3310192002,331019,3310,33,Sedayu
3310192003,331019,3310,33,Pomah
3310192004,331019,3310,33,Bono
3310192005,331019,3310,33,Kiringan
3310192006,331019,3310,33,Majegan
3310192007,331019,3310,33,Dalangan
3310192008,331019,3310,33,Gedongjetis
3310192009,331019,3310,33,Sorogaten
3310192010,331019,3310,33,Beji
3310192011,331019,3310,33,Kemiri
3310192012,331019,3310,33,Sudimoro
3310192013,331019,3310,33,Tulung
3310192014,331019,3310,33,Malangan
3310192015,331019,3310,33,Pucangmiliran
3310192016,331019,3310,33,Cokro
3310192017,331019,3310,33,Daleman
3310192018,331019,3310,33,Wunut
3310201015,331020,3310,33,Jatinom
3310202001,331020,3310,33,Beteng
3310202002,331020,3310,33,Randulanang
3310202003,331020,3310,33,Mranggen
3310202004,331020,3310,33,Jemawan
3310202005,331020,3310,33,Gedaren
3310202006,331020,3310,33,Cawan
3310202007,331020,3310,33,Tibayan
3310202008,331020,3310,33,Bengking
